Timestamp X Sexo: X Idade (em anos) X País: X Estado: X Cidade: X Escolaridade: X Formação: X Possui vínculo com alguma instituição? X Se sim, qual o nome dessa instituição? (opcional) X Ocupação: X Qual destas é a sua área principal (Grande Área)? X Há quantos anos você atua nessa área? X Qual é a sua sub-área? X Você utiliza técnologias abertas na pesquisa? X Você conhece alguém que utiliza tecnologias abertas na pesquisa? X Você conhece alguma iniciativa ou equipamento que seja open source e desenvolvido para uso laboratorial? X Como você percebe o acesso à equipamentos para a pesquisa dentro da sua instituição? X Caso considere que existam dificuldades relacionadas ao acesso à equipamentos, na sua opinião, qual seria a maior barreira? X Poderia em algumas palavras, nos dizer a razão? X Qual(is) equipamento(s) o seu laboratório mais usa / necessita? X Algum projeto já teve de ser alterado por falta de acesso a equipamentos? X Se sim, qual equipamento causou a alteração no projeto? X Caso tenha ocorrido alguma alteração de projeto no momento de execução por falta de acesso à equipamentos, qual o motivo? X Se você pudesse comprar um equipamento novo para o laboratório hoje, e verba não fosse um problema, que equipamento seria? X Considera viável a opção de adquirir equipamentos de novas marcas? X Já teve oportunidade de testar equipamentos de novas marcas? X Caso já tenha testado produtos de uma nova marca, você fez porque X Gostaria de ter acesso, para testes, à equipamentos produzidos por novas marcas e com baixo custo?
8/22/2018 20:04:49 X Masculino X 54 X Brazil X Rio Grande Norte X Natal X Doutorado X Medicina X Sim, instituição pública X UFRN X Pesquisador, Professor X Biologia X 26 - 30 X Neurociência X Sim X Sim X  X Insatisfatório X Certos tipos de equipamento não estão disponíveis X Pouca divulgação dos equipamentos e centralização por parte dos pesquisadores X Poligrafo (medida des de sinais bielétricos), actimetros,  X Sim X Actigrafos X Por quebra do equipamento existente e demora na manutenção X Poligrafo (Para EEG) X Sim X Sim X Buscava um preço mais acessível X Sim
8/22/2018 20:50:50 X Masculino X 28 X Brazil X Sao Paulo X Presidente Prudente X Doutorado, Em andamento X Quimica-Bacharelado X Sim, instituição pública X UNESP X Estudante X Química X 06 - 10 X Quimica de Materiais X Sim X Sim X Normalmente softwares como ImageJ. X Parcialmente satisfatório X Certos tipos de equipamento não estão disponíveis X "Muitos equipamentos sao de uso limitado ao grupo de pesquisa que pertence, ou as vezes é autorizado a realizaçao de analises ""externas"" porem com cobrança de altas taxas." X Espectrofotometria UV-Vis, Espectroscopia FT-IR. X Sim X Analise Elementar CHNS-O; ICP-MS; Viscosimetro. X Alteração no momento de planejamento X Analise Elementar CHNS-O X Sim X Não X  X 
8/22/2018 20:57:05 X Feminino X 32 X Brazil X RJ X RIO DE JANEIRO X Doutorado X Ciências Biológicas X Sim, instituição pública X FIOCRUZ X Pesquisador X Biologia X 11 - 15 X bioquímica e imunologia X Sim X Sim X ImageJ X Insatisfatório X Demora na manutenção/conserto do equipamento existente X  X espectrofotômetro, microscópio X Não X  X Apesar de dificuldades com equipamentos, não foi necessário alterar nenhum projeto porque contamos com equipamentos de colaboradores X Microscópio confocal X Sim X Não X  X 
8/22/2018 21:09:13 X Masculino X 22 X Brazil X São Paulo X Botucatu X Graduação - Bacharelado, Em andamento X Engenharia de bioprocessos e biotecnologia X Sim, instituição pública X Unesp X Estudante X Engenharia X 01 - 05 X Bioinformática X Não X Sim X Sim X Parcialmente satisfatório X Muitos pesquisadores e poucos equipamentos X  X Computadores X Não tenho conhecimento X Não X Nenhuma alteração no projeto de pesquisa foi necessária pela falta ou quebra de equipamentos X Uma máquina própria X Sim X Não X  X 
8/23/2018 11:31:33 X Feminino X 53 X  X RIO DE JANEIRO X NOVA IGUAÇU X Graduação - Licenciatura X Biólogo X Não X  X Professor X Biologia X 01 - 05 X Patologia clinica X Não sei responder X Näo sei responder X  X Satisfatório X Demora na manutenção/conserto do equipamento existente X  X  X Não tenho conhecimento X  X Por quebra do equipamento existente e demora na manutenção X  X Talvez X Não X  X 
8/23/2018 12:59:04 X Masculino X 33 X Brazil X Paraná X Realeza X Doutorado X Ciências Biológicas X Sim, instituição pública X Universidade Federal da Fronteira Sul X Pesquisador, Professor X Biologia X 11 - 15 X Neurociência, Cronobiologia, Sono X Sim X Sim X OpenBCI X Insatisfatório X Não há disponibilidade de equipamento; Não há recurso para compra. X  X Amplificadores de sinais biológicos (Eletroencefalograma, eletromiograma, eletroculograma) X Sim X Falha no OpenBCI X Por quebra do equipamento existente e demora na manutenção X Amplificador (Kit) BrainProducts 64 canais com sistema sem fio. X Talvez X Não X  X 
8/23/2018 13:18:28 X Masculino X 32 X Brazil X Pará X Santarém X Doutorado X Ciências Biológicas X Sim, instituição pública X Universidade Federal do Oeste do PArá X Pesquisador, Professor X Biologia X 11 - 15 X Zoologia X Sim X Sim X sim X Insatisfatório X Muitos pesquisadores e poucos equipamentos X  X Lupa, microscópios, material de análise molecular, gps, câmera fotográfica X Sim X Atualmente minha instituição tem uma quantidade muito abaixo do necessário para fazer pesquisa X Por quebra do equipamento existente e demora na manutenção, Equipamento indisponível (outras razões além de quebra) X montar um laboratório adequado. Faltam praticamente todos os equipamentos por aqui. X Sim X Sim X Buscava um preço mais acessível X Sim
8/23/2018 13:49:12 X Masculino X 36 X Brazil X São paulo X São Paulo  X Doutorado X Fisica /Biofisica  X Sim, instituição pública X Instituto de física da USP  X Pesquisador, Professor X Física X 16 - 20 X Biofisica  X Sim X Sim X Octave, imageJ X Insatisfatório X Demora na manutenção/conserto do equipamento existente X  X DLS, potencial zeta, SAXS, calorimetria, fluorímetro  X Sim X  X Por quebra do equipamento existente e demora na manutenção X Leitor de placa p fluorescência  X Sim X Sim X Buscava um preço mais acessível X Sim
8/23/2018 14:08:42 X Feminino X 52 X Brazil X São Paulo  X Campinas  X Doutorado X Medicina  X Sim, instituição privada X Faculdade de Medicina São Leopoldo Mandic Campinas X Profissional da área operacional X Saúde X 26 - 30 X Cirurgia de Cabeça e Pescoço  X Não X Sim X Sim X Satisfatório X Não percebo dificuldades em relação ao acesso de equipamentos X  X  X Não tenho conhecimento X  X  X  X  X  X  X 
8/23/2018 15:26:57 X Feminino X 55 X Brazil X Rio de Janeiro  X Nova Friburgo  X Graduação - Licenciatura, Em andamento X Formação de professores  X Não X  X  X  X  X  X Sim X Sim X Não  X Insatisfatório X Falta de equipamentos  X  X Lupa e microscópio  X Aula mal administrada por falta de equipamentos ou porque está com defeito.  X Microscópio  X Por quebra do equipamento existente e demora na manutenção, Equipamento indisponível (outras razões além de quebra) X Todos para um laboratório de qualidade para graduação em biologia e química física...  X Sim X Não X  X 
8/23/2018 18:03:00 X Feminino X 34 X Brazil X Rio de Janeiro  X Rio de Janeiro  X Doutorado X Biologia  X Sim, instituição privada X Veiga de Almeida X Professor X Biologia X 06 - 10 X Neurociência  X Sim X Sim X  X Parcialmente satisfatório X Muitos pesquisadores e poucos equipamentos X  X Criostato, HPLC X Não X  X Nenhuma alteração no projeto de pesquisa foi necessária pela falta ou quebra de equipamentos X Espectômetro de massa X Talvez X Não X  X 
8/23/2018 18:53:46 X Feminino X 33 X Brazil X Sao Paulo X Sao Paulo X Doutorado X Farmácia X Não X  X Profissional da área administrativa X Biologia X 06 - 10 X Biologia celular X Não X Sim X Sim. Flypi X Insatisfatório X Muitos pesquisadores e poucos equipamentos X  X Pipeta, nanodrop, PCR, western blog, fluxo laminar, incubadora X Não tenho conhecimento X  X  X Citometria de fluxo X Talvez X Sim X Pela necessidade de estabelecer novos protocolos e/ou experimentos no laboratório X Sim
8/23/2018 22:04:45 X Masculino X 68 X Brazil X Sergipe X Aracaju X Doutorado X Educação Física X Sim, instituição privada X Universidade Tiradentes X Pesquisador, Professor X Saúde X 46 - 50 X Fisiologia do exercício X Sim X Sim X Kinovea X Insatisfatório X Certos tipos de equipamento não estão disponíveis X Pouca tradição de pesquisa na minha área. X Analisador de gases; isocinéticos; DEXA X Sim X Isocinético X Equipamento indisponível (outras razões além de quebra) X os já citados X Sim X Sim X Pela necessidade de estabelecer novos protocolos e/ou experimentos no laboratório X Sim
8/23/2018 22:11:50 X Masculino X 23 X Brazil X SP X SÃO PAULO X Graduação - Bacharelado, Graduação - Licenciatura, Em andamento X Graduando X Não X  X Estudante X Biologia X 01 - 05 X Biologia molecular X Não sei responder X Sim X Não  X Insatisfatório X Não há divulgação de como e quais equipamentos podem ser usados. X  X Termociclador e fluxo laminar X Não tenho conhecimento X  X  X Espectrofotômetro  X Sim X Não X  X 
